"Datetime","Substrate","Trial","lux","Microhabitat","Weather","Species","Size","Tb","lux.1000","Time"
2020-07-17 09:58:00,28.1,"T16",18606.071,NA,NA,"P. hernandesi","Small",20.5,18.606071,2021-12-03 09:58:00
2020-07-17 10:03:00,28.3,"T16",18606.071,NA,NA,"P. hernandesi","Small",20.7,18.606071,2021-12-03 10:03:00
2020-07-17 10:08:00,28.6,"T16",18606.071,NA,NA,"P. hernandesi","Small",21,18.606071,2021-12-03 10:08:00
2020-07-17 10:13:00,28.7,"T16",20931.687,NA,NA,"P. hernandesi","Small",21.4,20.931687,2021-12-03 10:13:00
2020-07-17 10:18:00,28.9,"T16",20931.687,NA,NA,"P. hernandesi","Small",21.9,20.931687,2021-12-03 10:18:00
2020-07-17 10:23:00,29.3,"T16",23257.304,NA,NA,"P. hernandesi","Small",22.5,23.257304,2021-12-03 10:23:00
2020-07-17 10:28:00,30.4,"T16",23257.304,NA,NA,"P. hernandesi","Small",23.8,23.257304,2021-12-03 10:28:00
2020-07-17 10:33:00,30.8,"T16",23257.304,NA,NA,"P. hernandesi","Small",24.7,23.257304,2021-12-03 10:33:00
2020-07-17 10:38:00,31,"T16",23257.304,NA,NA,"P. hernandesi","Small",24.9,23.257304,2021-12-03 10:38:00
2020-07-17 10:43:00,30.9,"T16",20931.687,NA,NA,"P. hernandesi","Small",25.2,20.931687,2021-12-03 10:43:00
2020-07-17 10:48:00,30.9,"T16",20931.687,NA,NA,"P. hernandesi","Small",25.3,20.931687,2021-12-03 10:48:00
2020-07-17 10:53:00,30.6,"T16",18606.071,NA,NA,"P. hernandesi","Small",25.6,18.606071,2021-12-03 10:53:00
2020-07-17 10:58:00,30.5,"T16",18606.071,NA,NA,"P. hernandesi","Small",25.5,18.606071,2021-12-03 10:58:00
2020-07-17 11:03:00,30.3,"T16",18606.071,NA,NA,"P. hernandesi","Small",25.9,18.606071,2021-12-03 11:03:00
2020-07-17 11:08:00,29.8,"T16",17443.262,NA,NA,"P. hernandesi","Small",25.4,17.443262,2021-12-03 11:08:00
2020-07-17 11:13:00,29.5,"T16",15117.645,NA,NA,"P. hernandesi","Small",25.1,15.117645,2021-12-03 11:13:00
2020-07-17 11:18:00,29.1,"T16",15117.645,NA,NA,"P. hernandesi","Small",24.9,15.117645,2021-12-03 11:18:00
2020-07-17 11:23:00,28.7,"T16",13954.837,NA,NA,"P. hernandesi","Small",24.9,13.954837,2021-12-03 11:23:00
2020-07-17 11:28:00,28.5,"T16",13954.837,NA,NA,"P. hernandesi","Small",24.7,13.954837,2021-12-03 11:28:00
2020-07-17 11:33:00,28.3,"T16",13954.837,NA,NA,"P. hernandesi","Small",24.8,13.954837,2021-12-03 11:33:00
2020-07-17 11:38:00,28.4,"T16",15117.645,NA,NA,"P. hernandesi","Small",24.9,15.117645,2021-12-03 11:38:00
2020-07-17 11:43:00,28.6,"T16",16280.454,NA,NA,"P. hernandesi","Small",25.6,16.280454,2021-12-03 11:43:00
2020-07-17 11:48:00,29.3,"T16",18606.071,NA,NA,"P. hernandesi","Small",26.5,18.606071,2021-12-03 11:48:00
2020-07-17 11:53:00,29.8,"T16",20931.687,NA,NA,"P. hernandesi","Small",27.2,20.931687,2021-12-03 11:53:00
2020-07-17 11:58:00,30.7,"T16",25582.921,NA,NA,"P. hernandesi","Small",28.2,25.582921,2021-12-03 11:58:00
2020-07-17 12:03:00,33.4,"T16",51164.707,NA,NA,"P. hernandesi","Small",31.8,51.164707,2021-12-03 12:03:00
2020-06-24 17:28:00,NA,"T2",8140.795,NA,NA,"S. tristichus",NA,23.2,8.140795,2021-12-03 17:28:00
2020-06-24 17:33:00,NA,"T2",8722.199,NA,NA,"S. tristichus",NA,26.9,8.722199,2021-12-03 17:33:00
2020-06-24 17:38:00,NA,"T2",10466.412,NA,NA,"S. tristichus",NA,28.8,10.466412,2021-12-03 17:38:00
2020-06-24 17:43:00,NA,"T2",11629.22,NA,NA,"S. tristichus",NA,29.8,11.62922,2021-12-03 17:43:00
2020-06-24 17:48:00,NA,"T2",9303.603,NA,NA,"S. tristichus",NA,30.1,9.303603,2021-12-03 17:48:00
2020-06-24 17:53:00,NA,"T2",8722.199,NA,NA,"S. tristichus",NA,30.3,8.722199,2021-12-03 17:53:00
2020-06-24 17:58:00,NA,"T2",7268.688,NA,NA,"S. tristichus",NA,30.3,7.268688,2021-12-03 17:58:00
2020-06-24 18:03:00,NA,"T2",7268.688,NA,NA,"S. tristichus",NA,30.1,7.268688,2021-12-03 18:03:00
2020-06-24 18:08:00,NA,"T2",6977.986,NA,NA,"S. tristichus",NA,30.1,6.977986,2021-12-03 18:08:00
2020-06-24 18:13:00,NA,"T2",6977.986,NA,NA,"S. tristichus",NA,30,6.977986,2021-12-03 18:13:00
2020-06-24 18:18:00,NA,"T2",5815.178,NA,NA,"S. tristichus",NA,29.8,5.815178,2021-12-03 18:18:00
2020-06-24 18:23:00,NA,"T2",5524.476,NA,NA,"S. tristichus",NA,29.7,5.524476,2021-12-03 18:23:00
2020-06-25 14:02:00,38.1,"T3",6396.582,"Dappled",NA,"S. tristichus",NA,18.7,6.396582,2021-12-03 14:02:00
2020-06-25 14:07:00,37.6,"T3",15117.645,"Dappled",NA,"S. tristichus",NA,22.1,15.117645,2021-12-03 14:07:00
2020-06-25 14:12:00,38.2,"T3",6687.284,"Dappled",NA,"S. tristichus",NA,25.8,6.687284,2021-12-03 14:12:00
2020-06-25 14:17:00,37.8,"T3",5524.476,"Dappled",NA,"S. tristichus",NA,28.2,5.524476,2021-12-03 14:17:00
2020-06-25 14:22:00,38.3,"T3",5233.774,"Dappled",NA,"S. tristichus",NA,29.7,5.233774,2021-12-03 14:22:00
2020-06-25 14:27:00,37.4,"T3",4943.071,"Dappled",NA,"S. tristichus",NA,30.5,4.943071,2021-12-03 14:27:00
2020-06-25 14:32:00,38.1,"T3",4943.071,"Dappled",NA,"S. tristichus",NA,30.7,4.943071,2021-12-03 14:32:00
2020-06-25 14:37:00,37.2,"T3",4652.369,"Dappled",NA,"S. tristichus",NA,30.9,4.652369,2021-12-03 14:37:00
2020-06-25 14:42:00,38.1,"T3",4652.369,"Dappled",NA,"S. tristichus",NA,31.4,4.652369,2021-12-03 14:42:00
2020-06-25 14:47:00,37.8,"T3",4652.369,"Dappled",NA,"S. tristichus",NA,32.3,4.652369,2021-12-03 14:47:00
2020-06-25 14:52:00,37.8,"T3",4652.369,"Dappled",NA,"S. tristichus",NA,32.6,4.652369,2021-12-03 14:52:00
2020-06-25 14:57:00,37.9,"T3",4652.369,"Dappled",NA,"S. tristichus",NA,32.7,4.652369,2021-12-03 14:57:00
2020-07-11 14:19:00,34.5,"T4",5815.178,"Shade","Sunny","S. tristichus",NA,19,5.815178,2021-12-03 14:19:00
2020-07-11 14:24:00,35.2,"T4",5815.178,"Shade","Sunny","S. tristichus",NA,26.1,5.815178,2021-12-03 14:24:00
2020-07-11 14:29:00,35.4,"T4",5815.178,"Shade","Sunny","S. tristichus",NA,28.6,5.815178,2021-12-03 14:29:00
2020-07-11 14:34:00,35.4,"T4",5815.178,"Shade","Sunny","S. tristichus",NA,30.1,5.815178,2021-12-03 14:34:00
2020-07-11 14:39:00,35.5,"T4",5815.178,"Shade","Sunny","S. tristichus",NA,31.4,5.815178,2021-12-03 14:39:00
2020-07-11 14:44:00,35.4,"T4",5815.178,"Shade","Sunny","S. tristichus",NA,32.7,5.815178,2021-12-03 14:44:00
2020-07-11 14:49:00,35.8,"T4",5815.178,"Shade","Sunny","S. tristichus",NA,33.1,5.815178,2021-12-03 14:49:00
2020-07-11 14:54:00,36.2,"T4",5524.476,"Shade","Sunny","S. tristichus",NA,33.3,5.524476,2021-12-03 14:54:00
2020-07-11 14:59:00,35.4,"T4",5815.178,"Shade","Sunny","S. tristichus",NA,33.4,5.815178,2021-12-03 14:59:00
2020-07-11 15:04:00,35.7,"T4",5524.476,"Shade","Sunny","S. tristichus",NA,33.2,5.524476,2021-12-03 15:04:00
2020-07-11 15:09:00,35.8,"T4",5524.476,"Shade","Sunny","S. tristichus",NA,33.4,5.524476,2021-12-03 15:09:00
2020-07-11 15:14:00,36.2,"T4",5524.476,"Shade","Sunny","S. tristichus",NA,33.7,5.524476,2021-12-03 15:14:00
2020-07-11 15:19:00,35.8,"T4",5524.476,"Shade","Sunny","S. tristichus",NA,33.7,5.524476,2021-12-03 15:19:00
2020-07-11 15:24:00,35.7,"T4",6396.582,"Shade","Sunny","S. tristichus",NA,33.7,6.396582,2021-12-03 15:24:00
2020-07-11 15:29:00,35.9,"T4",7268.688,"Shade","Sunny","S. tristichus",NA,33.5,7.268688,2021-12-03 15:29:00
2020-07-11 15:34:00,36.1,"T4",8140.795,"Shade","Sunny","S. tristichus",NA,33.8,8.140795,2021-12-03 15:34:00
2020-07-11 15:39:00,36.2,"T4",8140.795,"Shade","Sunny","S. tristichus",NA,33.8,8.140795,2021-12-03 15:39:00
2020-07-11 15:44:00,36.2,"T4",8431.497,"Shade","Sunny","S. tristichus",NA,34,8.431497,2021-12-03 15:44:00
2020-07-11 15:49:00,36.1,"T4",8722.199,"Shade","Sunny","S. tristichus",NA,34.4,8.722199,2021-12-03 15:49:00
2020-07-11 15:54:00,36.3,"T4",8140.795,"Shade","Sunny","S. tristichus",NA,34.4,8.140795,2021-12-03 15:54:00
2020-07-11 15:59:00,36.4,"T4",7559.39,"Shade","Sunny","S. tristichus",NA,34.6,7.55939,2021-12-03 15:59:00
2020-07-14 14:26:00,34.8,"T5",37211.006,"Dappled","Sunny","S. tristichus",NA,24.2,37.211006,2021-12-03 14:26:00
2020-07-14 14:31:00,35.2,"T5",65118.408,"Dappled","Sunny","S. tristichus",NA,28.8,65.118408,2021-12-03 14:31:00
2020-07-14 14:36:00,35.4,"T5",27908.538,"Dappled","Sunny","S. tristichus",NA,30.7,27.908538,2021-12-03 14:36:00
2020-07-14 14:41:00,35.6,"T5",12792.028,"Dappled","Sunny","S. tristichus",NA,31.7,12.792028,2021-12-03 14:41:00
2020-07-14 14:46:00,36.1,"T5",18606.071,"Dappled","Sunny","S. tristichus",NA,32.6,18.606071,2021-12-03 14:46:00
2020-07-14 14:51:00,36,"T5",15117.645,"Dappled","Sunny","S. tristichus",NA,33.4,15.117645,2021-12-03 14:51:00
2020-07-14 14:56:00,37.7,"T5",74418.605,"Dappled","Sunny","S. tristichus",NA,34.6,74.418605,2021-12-03 14:56:00
2020-07-14 15:01:00,37.7,"T5",41862.239,"Dappled","Sunny","S. tristichus",NA,35.8,41.862239,2021-12-03 15:01:00
2020-07-14 15:06:00,38.8,"T5",55815.941,"Dappled","Sunny","S. tristichus",NA,37,55.815941,2021-12-03 15:06:00
2020-07-14 15:11:00,39.1,"T5",74418.605,"Dappled","Sunny","S. tristichus",NA,37.7,74.418605,2021-12-03 15:11:00
2020-07-14 15:16:00,40.9,"T5",69769.642,"Dappled","Sunny","S. tristichus",NA,39.6,69.769642,2021-12-03 15:16:00
2020-07-14 15:21:00,41.9,"T5",60467.174,"Dappled","Sunny","S. tristichus",NA,41.4,60.467174,2021-12-03 15:21:00
2020-07-14 15:26:00,41.9,"T5",74418.605,"Dappled","Sunny","S. tristichus",NA,42.1,74.418605,2021-12-03 15:26:00
2020-07-14 15:31:00,42.5,"T5",74418.605,"Dappled","Sunny","S. tristichus",NA,42.9,74.418605,2021-12-03 15:31:00
2020-07-14 15:36:00,45,"T5",74418.605,"Dappled","Sunny","S. tristichus",NA,42.8,74.418605,2021-12-03 15:36:00
2020-07-14 15:41:00,42.8,"T5",74418.605,"Dappled","Sunny","S. tristichus",NA,40.6,74.418605,2021-12-03 15:41:00
2020-07-14 15:46:00,39.5,"T5",74418.605,"Dappled","Sunny","S. tristichus",NA,39.2,74.418605,2021-12-03 15:46:00
2020-07-14 15:51:00,41.8,"T5",37211.006,"Dappled","Sunny","S. tristichus",NA,36.9,37.211006,2021-12-03 15:51:00
2020-07-14 15:56:00,39.7,"T5",69769.642,"Dappled","Sunny","S. tristichus",NA,38.2,69.769642,2021-12-03 15:56:00
2020-07-14 16:01:00,38.3,"T5",15117.645,"Dappled","Sunny","S. tristichus",NA,36.1,15.117645,2021-12-03 16:01:00
2020-07-14 16:06:00,39.4,"T5",46513.473,"Dappled","Sunny","S. tristichus",NA,36.7,46.513473,2021-12-03 16:06:00
2020-07-14 16:11:00,38.1,"T5",7559.39,"Dappled","Sunny","S. tristichus",NA,35.2,7.55939,2021-12-03 16:11:00
2020-07-14 16:16:00,38.1,"T5",8431.497,"Dappled","Sunny","S. tristichus",NA,34.9,8.431497,2021-12-03 16:16:00
2020-07-14 16:21:00,38.8,"T5",17443.262,"Dappled","Sunny","S. tristichus",NA,34.8,17.443262,2021-12-03 16:21:00
2020-07-14 16:26:00,37.7,"T5",6977.986,"Dappled","Sunny","S. tristichus",NA,34.4,6.977986,2021-12-03 16:26:00
2020-07-14 16:31:00,37.9,"T5",9012.901,"Dappled","Sunny","S. tristichus",NA,34.6,9.012901,2021-12-03 16:31:00
2020-07-14 16:36:00,38.8,"T5",11629.22,"Dappled","Sunny","S. tristichus",NA,35.7,11.62922,2021-12-03 16:36:00
2020-07-14 16:41:00,37.4,"T5",60467.174,"Dappled","Sunny","S. tristichus",NA,36.6,60.467174,2021-12-03 16:41:00
2020-07-14 16:46:00,37.3,"T5",37211.006,"Dappled","Sunny","S. tristichus",NA,34.8,37.211006,2021-12-03 16:46:00
2020-07-14 16:51:00,36.7,"T5",8722.199,"Dappled","Sunny","S. tristichus",NA,34.2,8.722199,2021-12-03 16:51:00
2020-07-14 16:56:00,36.9,"T5",5815.178,"Dappled","Sunny","S. tristichus",NA,33.9,5.815178,2021-12-03 16:56:00
2020-07-14 17:01:00,38.7,"T5",17443.262,"Dappled","Sunny","S. tristichus",NA,34.7,17.443262,2021-12-03 17:01:00
2020-07-14 17:06:00,38.3,"T5",55815.941,"Dappled","Sunny","S. tristichus",NA,35.3,55.815941,2021-12-03 17:06:00
2020-07-14 17:11:00,38.3,"T5",46513.473,"Dappled","Sunny","S. tristichus",NA,35.8,46.513473,2021-12-03 17:11:00
2020-07-14 17:16:00,37.8,"T5",30234.155,"Dappled","Sunny","S. tristichus",NA,35.1,30.234155,2021-12-03 17:16:00
2020-07-14 17:21:00,36.4,"T5",20931.687,"Dappled","Sunny","S. tristichus",NA,34.8,20.931687,2021-12-03 17:21:00
2020-07-16 14:47:00,53.9,"T6",74418.605,"Open","Partly Cloudy","S. tristichus",NA,40,74.418605,2021-12-03 14:47:00
2020-07-16 14:52:00,55.4,"T6",74418.605,"Open","Partly Cloudy","S. tristichus",NA,43.1,74.418605,2021-12-03 14:52:00
2020-07-16 14:57:00,51.8,"T6",74418.605,"Open","Partly Cloudy","S. tristichus",NA,42.6,74.418605,2021-12-03 14:57:00
2020-07-16 15:02:00,58.7,"T6",74418.605,"Open","Partly Cloudy","S. tristichus",NA,43.6,74.418605,2021-12-03 15:02:00
2020-07-16 15:07:00,50,"T6",74418.605,"Open","Partly Cloudy","S. tristichus",NA,44.1,74.418605,2021-12-03 15:07:00
2020-07-16 15:12:00,51.7,"T6",55815.941,"Open","Partly Cloudy","S. tristichus",NA,41.3,55.815941,2021-12-03 15:12:00
2020-07-16 15:17:00,44.2,"T6",74418.605,"Open","Partly Cloudy","S. tristichus",NA,40.1,74.418605,2021-12-03 15:17:00
2020-07-16 15:22:00,45.3,"T6",37211.006,"Open","Partly Cloudy","S. tristichus",NA,39.2,37.211006,2021-12-03 15:22:00
2020-07-16 15:27:00,46.9,"T6",46513.473,"Open","Partly Cloudy","S. tristichus",NA,39.7,46.513473,2021-12-03 15:27:00
2020-07-16 15:32:00,46.1,"T6",74418.605,"Open","Partly Cloudy","S. tristichus",NA,41.3,74.418605,2021-12-03 15:32:00
2020-07-16 15:37:00,52.3,"T6",69769.642,"Open","Partly Cloudy","S. tristichus",NA,41.4,69.769642,2021-12-03 15:37:00
2020-07-16 15:42:00,51,"T6",74418.605,"Open","Partly Cloudy","S. tristichus",NA,41.8,74.418605,2021-12-03 15:42:00
2020-07-16 15:47:00,48.8,"T6",74418.605,"Open","Partly Cloudy","S. tristichus",NA,42.2,74.418605,2021-12-03 15:47:00
2020-07-16 15:52:00,44.5,"T6",46513.473,"Open","Partly Cloudy","S. tristichus",NA,39.9,46.513473,2021-12-03 15:52:00
2020-07-16 15:57:00,51.3,"T6",74418.605,"Open","Partly Cloudy","S. tristichus",NA,40.2,74.418605,2021-12-03 15:57:00
2020-07-16 16:02:00,55.7,"T6",74418.605,"Open","Partly Cloudy","S. tristichus",NA,40.9,74.418605,2021-12-03 16:02:00
2020-07-16 16:07:00,47.7,"T6",74418.605,"Open","Partly Cloudy","S. tristichus",NA,43.8,74.418605,2021-12-03 16:07:00
2020-07-16 16:12:00,44.6,"T6",34885.389,"Open","Partly Cloudy","S. tristichus",NA,39.6,34.885389,2021-12-03 16:12:00
2020-07-16 16:17:00,57.7,"T6",74418.605,"Open","Partly Cloudy","S. tristichus",NA,41.9,74.418605,2021-12-03 16:17:00
2020-07-16 16:22:00,58.2,"T6",74418.605,"Open","Partly Cloudy","S. tristichus",NA,45.6,74.418605,2021-12-03 16:22:00
2020-07-16 16:27:00,60.1,"T6",74418.605,"Open","Partly Cloudy","S. tristichus",NA,44.8,74.418605,2021-12-03 16:27:00
2020-07-16 16:32:00,61.4,"T6",74418.605,"Open","Partly Cloudy","S. tristichus",NA,46.2,74.418605,2021-12-03 16:32:00
2020-07-16 16:37:00,54.6,"T6",74418.605,"Open","Partly Cloudy","S. tristichus",NA,42.9,74.418605,2021-12-03 16:37:00
2020-07-16 16:42:00,45.4,"T6",74418.605,"Open","Partly Cloudy","S. tristichus",NA,40.3,74.418605,2021-12-03 16:42:00
2020-07-16 16:47:00,45.6,"T6",27908.538,"Open","Partly Cloudy","S. tristichus",NA,37.8,27.908538,2021-12-03 16:47:00
2020-07-16 16:52:00,48.9,"T6",74418.605,"Open","Partly Cloudy","S. tristichus",NA,40.3,74.418605,2021-12-03 16:52:00
2020-07-16 16:57:00,45.4,"T6",74418.605,"Open","Partly Cloudy","S. tristichus",NA,41.4,74.418605,2021-12-03 16:57:00
2020-07-17 15:34:00,30.9,"T7",25582.921,NA,"Partly Cloudy","S. tristichus",NA,21.4,25.582921,2021-12-03 15:34:00
2020-07-17 15:39:00,31.3,"T7",23257.304,NA,"Partly Cloudy","S. tristichus",NA,21.1,23.257304,2021-12-03 15:39:00
2020-07-17 15:44:00,30.5,"T7",20931.687,NA,"Partly Cloudy","S. tristichus",NA,22.3,20.931687,2021-12-03 15:44:00
2020-07-17 15:49:00,31.6,"T7",23257.304,NA,"Partly Cloudy","S. tristichus",NA,24.7,23.257304,2021-12-03 15:49:00
2020-07-17 15:54:00,31.3,"T7",23257.304,NA,"Partly Cloudy","S. tristichus",NA,26,23.257304,2021-12-03 15:54:00
2020-07-17 15:59:00,31.7,"T7",23257.304,NA,"Partly Cloudy","S. tristichus",NA,27.4,23.257304,2021-12-03 15:59:00
2020-07-17 16:04:00,32.2,"T7",23257.304,NA,"Partly Cloudy","S. tristichus",NA,28.9,23.257304,2021-12-03 16:04:00
2020-07-17 16:09:00,32.9,"T7",25582.921,NA,"Partly Cloudy","S. tristichus",NA,30.2,25.582921,2021-12-03 16:09:00
2020-07-17 16:14:00,32.3,"T7",23257.304,NA,"Partly Cloudy","S. tristichus",NA,30.6,23.257304,2021-12-03 16:14:00
2020-07-17 16:19:00,32.9,"T7",23257.304,NA,"Partly Cloudy","S. tristichus",NA,30.9,23.257304,2021-12-03 16:19:00
2020-07-17 16:24:00,31.4,"T7",20931.687,NA,"Partly Cloudy","S. tristichus",NA,30.9,20.931687,2021-12-03 16:24:00
2020-07-17 16:29:00,31.3,"T7",18606.071,NA,"Partly Cloudy","S. tristichus",NA,30.4,18.606071,2021-12-03 16:29:00
2020-07-17 16:34:00,31.9,"T7",20931.687,NA,"Partly Cloudy","S. tristichus",NA,30.4,20.931687,2021-12-03 16:34:00
2020-07-17 16:39:00,31.2,"T7",20931.687,NA,"Partly Cloudy","S. tristichus",NA,30.5,20.931687,2021-12-03 16:39:00
2020-07-17 16:44:00,31.7,"T7",20931.687,NA,"Partly Cloudy","S. tristichus",NA,30.4,20.931687,2021-12-03 16:44:00
2020-07-17 16:49:00,30.6,"T7",18606.071,NA,"Partly Cloudy","S. tristichus",NA,30.3,18.606071,2021-12-03 16:49:00
2020-07-17 16:54:00,31.3,"T7",18606.071,NA,"Partly Cloudy","S. tristichus",NA,30.1,18.606071,2021-12-03 16:54:00
2020-07-17 16:59:00,31.1,"T7",17443.262,NA,"Partly Cloudy","S. tristichus",NA,29.9,17.443262,2021-12-03 16:59:00
2020-07-17 17:04:00,30.6,"T7",17443.262,NA,"Partly Cloudy","S. tristichus",NA,29.8,17.443262,2021-12-03 17:04:00
2020-07-17 17:09:00,30.1,"T7",16280.454,NA,"Partly Cloudy","S. tristichus",NA,29.6,16.280454,2021-12-03 17:09:00
2020-07-17 17:14:00,30.3,"T7",16280.454,NA,"Partly Cloudy","S. tristichus",NA,29.6,16.280454,2021-12-03 17:14:00
2020-07-17 17:19:00,30.1,"T7",16280.454,NA,"Partly Cloudy","S. tristichus",NA,29.3,16.280454,2021-12-03 17:19:00
2020-07-17 17:24:00,29.9,"T7",16280.454,NA,"Partly Cloudy","S. tristichus",NA,29.2,16.280454,2021-12-03 17:24:00
2020-07-17 17:29:00,29.8,"T7",15117.645,NA,"Partly Cloudy","S. tristichus",NA,28.9,15.117645,2021-12-03 17:29:00
